Lambda,F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.2857142857142857,-0.004206034941201314,0.0065262859468848255,0.0015945925730074648,19,30,22,6,18,8,4,7,11,20,0.0,0.0,0.0,0.0,0.24940016933439912,0.0,0.06356429259296206,0.2423290289243005,0.18693029085502308,0.0,0.0,0.040299080094269885,0.0,0.0,0.0,0.0,0.0,0.0,0.013767697793761611,0.1060102830190623,0.031311038259950866,0.0,0.03872584716276063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027662271963509837
0.30612244897959184,-0.0038368628347589463,0.006010807979755997,0.0010907461605677016,21,28,6,29,20,8,3,30,25,4,0.0,0.0,0.0,0.09650731207098213,0.24706115014800195,0.0,0.011306874066702464,0.0,0.05887618651066608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022982261711556994,0.06846441407815532,0.0,0.0,0.0,0.16739749726494,0.0,0.0,0.19908484137787327,0.03607967816151515,0.09223978460960673
0.32653061224489793,-0.003854923182355775,0.006392391880706842,0.0013786060079933012,25,11,4,19,0,2,26,3,8,28,0.02644929181258731,0.0,0.04702812993399251,0.01520904492382771,0.2539751292266848,0.0,0.0,0.0,0.19821788085592865,0.0,0.0,0.10147766506357292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186100909887221,0.0,0.0,0.0,0.0,0.0,0.1639453102405225,0.14701595426288766,0.0,0.02807150269127375,0.0,0.0
0.3469387755102041,-0.0036802303826064652,0.006388623042920047,0.0014179205073955718,20,16,3,12,7,4,28,1,8,26,0.0,0.027123282956275856,0.0,0.01856351608833938,0.2821621165309927,0.0,0.0,0.13850349595347497,0.13977435455742623,0.0,0.0,0.0,0.04865255584749164,0.0,0.0,0.0,0.051902054855721434,0.0,0.0,0.0,0.14989388212308163,0.0,0.0,0.0,0.0,0.0,0.01033837546634415,0.0,0.13308636562085221,0.0,0.0
0.3673469387755102,-0.003478502046272123,0.006500806619098522,0.001726578051373343,17,27,30,5,4,13,23,9,12,14,0.0,0.0,0.0,0.0,0.4034243647434375,0.053693982717345545,0.0,0.0,0.0,0.03230279698386265,0.0,0.0,0.21640815161085644,0.08256205903946259,0.053564813485560664,0.0,0.0,0.020574461357317428,0.0,0.0,0.0,0.0,0.0,0.06936377376868343,0.0,0.0,0.0,0.016179297257599864,0.0,0.0,0.05192629903587397
0.3877551020408163,-0.0034017308808201225,0.006538072263679102,0.0015503870921151084,9,11,26,2,7,4,27,17,13,8,0.0,0.0,0.01065708425993639,0.0,0.31219540489381237,0.0,0.0,0.011195582578218538,0.21017517261725194,0.04650993445348706,0.0,0.09014420282475996,0.0,0.14103865054615622,0.0,0.0,0.0,0.01317014736877932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061078954355101904,0.10383486610249644,0.0,0.0,0.0
0.40816326530612246,-0.003404553963225812,0.006856953278889106,0.001601425044485965,13,25,12,4,3,8,11,19,18,29,0.0,0.0,0.0,0.07723118162598698,0.27778368576962553,0.0,0.0,0.0,0.24957312162619247,0.0,0.0,0.0381726832924575,0.03604513199154865,0.15304487210897452,0.0,0.0,0.0,0.0,0.0523602644535153,0.04319960731040109,0.0,0.0,0.0,0.0,0.0,0.059780119706475274,0.0,0.0,0.0,0.01280933211482273,0.0
0.42857142857142855,-0.003000164679388445,0.006334836814601619,0.0014460648342291202,11,8,7,20,4,12,28,26,23,13,0.0,0.0,0.0,0.0,0.22479203482417284,0.0,0.0,0.11666620820267007,0.17037487037289983,0.0,0.0,0.07594221068460617,0.031131419969279227,0.12514534992680326,0.0,0.0,0.0,0.0,0.0,0.0,0.05151410891495468,0.0,0.0,0.03674196394687591,0.0,0.0,0.05669137283689194,0.0,0.11100046032084603,0.0,0.0
0.4489795918367347,-0.0028018481120374175,0.0061801843331636885,0.0013442917957084597,18,4,14,29,25,8,23,22,28,5,0.0,0.0,0.0,0.0,0.25031742179703187,0.03713409833251367,0.0,0.0,0.10010500835029323,0.0,0.0,0.0,0.0,0.0,0.12429893556127676,0.0,0.0,0.0,0.046374741626542114,0.0,0.0,0.0,0.17941952814733475,0.07320867268670372,0.0,0.11781090547117085,0.0,0.0,0.0318287370001138,0.03950195102701935,0.0
0.46938775510204084,-0.002731351018429871,0.006344811690320671,0.0013534306106640756,4,14,26,25,28,13,5,7,10,3,0.0,0.0,0.0,0.06276806079824426,0.31659938689669503,0.07147701703878712,0.0,0.025499516087492055,0.0,0.0,0.011072459792528756,0.0,0.0,0.03496990779326178,0.07746688351776812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25661008373895444,0.06028370834625514,0.0,0.0832529759900133,0.0,0.0
0.4897959183673469,-0.0026236080486735204,0.006576891781734517,0.0014943958399316845,14,30,1,7,3,0,8,25,4,11,0.15447931318505134,0.028487129631992188,0.0,0.015055667990304812,0.32268744496998486,0.0,0.0,0.030900867903757068,0.2518090867496473,0.0,0.0,0.026567530956463803,0.0,0.0,0.01628623711482788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06985654753609248,0.0,0.0,0.0,0.0,0.08387017396187828
0.5102040816326531,-0.002353096672912164,0.00615305679537812,0.0012948650446551538,29,28,17,18,8,7,12,14,23,4,0.0,0.0,0.0,0.0,0.2537138378095102,0.0,0.0,0.05720003610922389,0.047151950303589506,0.0,0.0,0.0,0.2595970314539685,0.0,0.014859650225069724,0.0,0.0,0.0812615183600041,0.012118459639029735,0.0,0.0,0.0,0.0,0.01808937653992633,0.0,0.0,0.0,0.0,0.22958187918513967,0.026426260374538352,0.0
0.5306122448979592,-0.0022725162499495355,0.006223932527323688,0.0012229673800352916,4,18,16,29,27,20,28,12,24,23,0.0,0.0,0.0,0.0,0.3019677417492112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03163711558587625,0.0,0.0,0.0,0.05517226792500961,0.0,0.025672597119314827,0.0,0.05740665870175702,0.0,0.0,0.011206306717593826,0.02894464821903757,0.0,0.0,0.10577126841579682,0.35686399575700367,0.02535739980939923,0.0
0.5510204081632653,-0.0020165036795982104,0.00596492121279835,0.00120072542152783,2,28,22,14,8,1,10,4,16,12,0.0,0.1439393117040085,0.018872182942385046,0.0,0.22894815162381466,0.0,0.0,0.0,0.1034933335933305,0.0,0.04509415906114353,0.0,0.16751023180646654,0.0,0.1314693529794713,0.0,0.030687413871440146,0.0,0.0,0.0,0.0,0.0,0.01721681294032928,0.0,0.0,0.0,0.0,0.0,0.11276904947761042,0.0,0.0
0.5714285714285714,-0.001901155758865024,0.00638211015535559,0.0014595600385029013,15,20,24,18,8,9,22,4,28,12,0.0,0.0,0.0,0.0,0.2716314635812203,0.0,0.0,0.0,0.2679742137604526,0.04543709247126106,0.0,0.0,0.13113356570486615,0.0,0.0,0.09525818837283974,0.0,0.0,0.016572854428222764,0.0,0.0757101056172916,0.0,0.03671166442521003,0.0,0.010292998059784512,0.0,0.0,0.0,0.049277853578851415,0.0,0.0
0.5918367346938775,-0.0017516612279336792,0.0064011162213134,0.0014548594571557835,11,7,24,4,8,14,23,22,28,19,0.0,0.0,0.0,0.0,0.20680451516999,0.0,0.0,0.05466681458296648,0.16185710702843645,0.0,0.0,0.10387945483645361,0.0,0.0,0.05982155056903452,0.0,0.0,0.0,0.0,0.1804100252124917,0.0,0.0,0.06655533563922066,0.06343917261358555,0.019729193350883953,0.0,0.0,0.0,0.08283683099693713,0.0,0.0
0.6122448979591837,-0.0016333074638062517,0.006246092778518384,0.001288123235511432,4,9,11,10,25,6,14,8,26,19,0.0,0.0,0.0,0.0,0.265841799299507,0.0,0.034048522639785944,0.0,0.0916478856355827,0.0353118878707504,0.06974557285879111,0.07862835245961995,0.0,0.0,0.050269663593412395,0.0,0.0,0.0,0.0,0.0790480829978247,0.0,0.0,0.0,0.0,0.0,0.2656706968061198,0.029787535838605966,0.0,0.0,0.0,0.0
0.6326530612244898,-0.001450904939320904,0.006198021417373288,0.0013054852737417698,10,18,4,22,25,28,5,1,12,8,0.0,0.12876113321096924,0.0,0.0,0.20636728020312667,0.017277224943366927,0.0,0.0,0.0780129297378751,0.0,0.0329888645700662,0.0,0.08028123756008049,0.0,0.0,0.0,0.0,0.0,0.11349336897844257,0.0,0.0,0.0,0.12439457112782987,0.0,0.0,0.04634669376155843,0.0,0.0,0.17207669590668445,0.0,0.0
0.6530612244897959,-0.0013395673820362306,0.005787820436741663,0.0010235670532760305,14,15,11,8,25,1,19,12,4,28,0.0,0.06421897866023348,0.0,0.0,0.15534421124811923,0.0,0.0,0.0,0.11481414494254137,0.0,0.0,0.119219822368399,0.08020957156991262,0.0,0.14802072959661833,0.04501485105797978,0.0,0.0,0.0,0.04304563243865891,0.0,0.0,0.0,0.0,0.0,0.10069836225232345,0.0,0.0,0.12941369586521387,0.0,0.0
0.673469387755102,-0.00118514471533601,0.005840982435423693,0.0010722311489489275,25,10,23,28,0,27,6,22,8,4,0.018079681250324376,0.0,0.0,0.0,0.26655538226382397,0.0,0.02372708635236241,0.0,0.07161816503599636,0.0,0.11955581752668158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021808787319309603,0.020519211309209254,0.0,0.05930729392417681,0.0,0.19683010411312465,0.20199847090499093,0.0,0.0
0.6938775510204082,-0.0010962992773780509,0.006189908352454046,0.0011508811969201823,14,27,25,19,8,28,16,11,9,4,0.0,0.0,0.0,0.0,0.17822067295001776,0.0,0.0,0.0,0.2186629030252964,0.055319406770797976,0.0,0.05432519057327074,0.0,0.0,0.14273749871547922,0.0,0.02498688423552765,0.0,0.0,0.08000788494828086,0.0,0.0,0.0,0.0,0.0,0.02773586865080096,0.0,0.03407968420344466,0.1839240059270839,0.0,0.0
0.7142857142857143,-0.0008884253036673304,0.005860698781728068,0.0011004840875569644,28,20,25,4,3,19,12,7,22,14,0.0,0.0,0.0,0.06764268163198142,0.18098213487823395,0.0,0.0,0.038781543940923376,0.0,0.0,0.0,0.0,0.09366955012484117,0.0,0.08290233448636362,0.0,0.0,0.0,0.0,0.06927712959101752,0.04453649128500019,0.0,0.09449819039157085,0.0,0.0,0.14736242657514992,0.0,0.0,0.18034751709491814,0.0,0.0
0.7346938775510204,-0.0007897176687986932,0.006098451155460671,0.0011273249791625762,0,28,7,8,22,11,6,4,14,25,0.06955710018986618,0.0,0.0,0.0,0.22267988299690297,0.0,0.010776979506889254,0.0385697035676639,0.09606916301089642,0.0,0.0,0.07594674346730994,0.0,0.0,0.13645183567524197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053341870806090284,0.0,0.0,0.2183290076258416,0.0,0.0,0.07827771315329739,0.0,0.0
0.7551020408163265,-0.0006515030350194416,0.005786181736380933,0.0010137981654221237,22,12,8,23,27,4,25,14,11,28,0.0,0.0,0.0,0.0,0.12109259673716401,0.0,0.0,0.0,0.19116047861495875,0.0,0.0,0.1393754012814892,0.09445700485761974,0.0,0.030017499354047995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05635737930657016,0.040771055078371025,0.0,0.1864415868780184,0.0,0.08233767937142361,0.05798931852033703,0.0,0.0
0.7755102040816326,-0.0005170008495877403,0.005948190335515656,0.001055185580549288,8,7,4,23,28,3,27,25,12,22,0.0,0.0,0.0,0.039343356149673166,0.1747293635093283,0.0,0.0,0.07936942214913807,0.095204904877155,0.0,0.0,0.0,0.026961585898106544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04768121992934785,0.10091716230495983,0.0,0.18808805207502433,0.0,0.07798352285485073,0.1697214102524163,0.0,0.0
0.7959183673469388,-0.0003350018804068437,0.0055066955248118075,0.0009910734130303266,4,14,7,29,8,25,21,28,26,11,0.0,0.0,0.0,0.0,0.11813525231530393,0.0,0.0,0.028235249985087765,0.14896837894393172,0.0,0.0,0.10806505696757245,0.0,0.0,0.17537964092821345,0.0,0.0,0.0,0.0,0.0,0.0,0.09958542547548788,0.0,0.0,0.0,0.1081180915326565,0.044561575872178676,0.0,0.15124041271156194,0.017710915268005632,0.0
0.8163265306122449,-0.00020606705424080108,0.005489176907000819,0.0009826326626302029,4,14,21,30,25,28,27,8,11,18,0.0,0.0,0.0,0.0,0.23081369292770823,0.0,0.0,0.0,0.052503487970264426,0.0,0.0,0.014573034933938193,0.0,0.0,0.20429518177903383,0.0,0.0,0.0,0.060233324633544055,0.0,0.0,0.042158905404037585,0.0,0.0,0.0,0.1354750537315839,0.0,0.18010155735903494,0.01875818433389824,0.0,0.06108757692695661
0.8367346938775511,-7.324743059442017e-05,0.004790511830054127,0.0008471944034464979,4,20,22,3,8,27,29,1,28,25,0.0,0.10783054967134403,0.0,0.08588928763496877,0.02907131158246727,0.0,0.0,0.0,0.11772325179038061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331751416495625,0.0,0.08429169027284916,0.0,0.0,0.19115812656061035,0.0,0.15448464309387866,0.16944745337144007,0.026786171857104864,0.0
0.8571428571428571,4.0208879454371434e-05,0.005271462034336577,0.0009254873650861965,1,2,25,11,14,24,4,28,8,16,0.0,0.10821760963864842,0.05271578603257754,0.0,0.11464884290891979,0.0,0.0,0.0,0.09918558766416397,0.0,0.0,0.03785043973710098,0.0,0.0,0.20444186662875216,0.0,0.040415902876550974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012616505579225038,0.1769644355385098,0.0,0.0,0.15294302339555135,0.0,0.0
0.8775510204081632,0.00015200978347053773,0.004687698287338618,0.000827317886374141,28,6,12,25,4,14,11,27,29,1,0.0,0.06915365018341464,0.0,0.0,0.09272628484476783,0.0,0.021564415446881542,0.0,0.0,0.0,0.0,0.11706671468654518,0.0993957227431369,0.0,0.08914389994502564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10017348980404647,0.0,0.11620553197103098,0.1538591422443749,0.1407111481307759,0.0
0.8979591836734694,0.00027455044871304467,0.004048070933514475,0.0007657574239661719,27,14,1,8,12,30,10,25,3,15,0.0,0.026878105980568938,0.0,0.019955610899742668,0.0,0.0,0.0,0.0,0.14607460459337912,0.0,0.06936871024669883,0.0,0.06919171282301591,0.0,0.18782071555429797,0.02204099517940914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21550152574713932,0.0,0.18871741554969718,0.0,0.0,0.054450603426050966
0.9183673469387755,0.0003178456119880784,0.005068473976856468,0.0007966295754409268,5,4,28,6,27,7,8,25,17,14,0.0,0.0,0.0,0.0,0.10582162620951488,0.015531829317231158,0.012832202043996772,0.012962824380386309,0.09642777983434392,0.0,0.0,0.0,0.0,0.0,0.1038379535159366,0.0,0.0,0.03838479128997163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19062334934824093,0.0,0.20005428255804322,0.22352336150233465,0.0,0.0
0.9387755102040817,0.00047838318983427626,0.003314427599481121,0.0007257404152244107,5,9,27,28,21,25,0,16,13,14,0.0801069578741576,0.0,0.0,0.0,0.0,0.015458789047339147,0.0,0.0,0.0,0.033354814676146385,0.0,0.0,0.0,0.014880564698669087,0.1322563781421326,0.0,0.052169921336482426,0.0,0.0,0.0,0.0,0.06661829715536478,0.0,0.0,0.0,0.22094320061354555,0.0,0.26894148387526895,0.11526959258089355,0.0,0.0
0.9591836734693877,0.0005568890737024774,0.00359673127493308,0.0007336388757720757,27,14,26,0,21,25,30,12,1,28,0.05747295997378645,0.026475777172394854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09763128908141641,0.0,0.09083133755958168,0.0,0.0,0.0,0.0,0.0,0.0,0.14161840578606466,0.0,0.0,0.0,0.16197492237088762,0.014773490306382722,0.15076342852652158,0.161286749161409,0.0,0.09717164006155508
0.9795918367346939,0.0006514430575334677,0.0030741207077584717,0.0007290589693103831,25,4,12,23,29,13,1,27,16,15,0.0,0.13378184423650097,0.0,0.0,0.049324146413394034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050021349214436524,0.02029846156506219,0.0,0.1179601715738543,0.08832484356302217,0.0,0.0,0.0,0.0,0.0,0.0,0.018880676280568713,0.0,0.16697075794117694,0.0,0.17440415831693504,0.0,0.18003359089504922,0.0
1.0,0.0007190325459379101,0.002741566332386077,0.0007190325459379101,21,27,6,14,15,30,25,11,28,16,0.0,0.0,0.0,0.0,0.0,0.0,0.010044657631345072,0.0,0.0,0.0,0.0,0.03509240122722703,0.0,0.0,0.09860973169199558,0.1325551661088902,0.07177487328282871,0.0,0.0,0.0,0.0,0.08507950088622815,0.0,0.0,0.0,0.1835406140215879,0.0,0.1394519138426474,0.045841039590590944,0.0,0.19801010171665906
