F values,Returns,Covariances,asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.003303951185706943,0.00907185512645866,0.002463952755044773,4,28,8,14,11,19,7,25,12,3,0.0,0.0,0.0,0.01,0.613107730248118,0.0,0.0,0.01,0.18490844433612477,0.0,0.0,0.010043726117183955,0.01,0.0,0.010000475115303997,0.0,0.0,0.0,0.0,0.010005986939904562,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13193363724336457,0.0,0.0
-0.0033038801989645128,0.009066306131805944,0.002458545733876919,4,8,25,28,11,7,19,12,14,3,0.0,0.0,0.0,0.01,0.6123187909010942,0.0,0.0,0.01,0.18383878326168296,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.010100416555092362,0.0,0.0,0.0,0.0,0.0,0.010107267691864366,0.0,0.0,0.13363474159026603,0.0,0.0
-0.003303990565219717,0.009072787818303847,0.0024648066878644134,25,28,4,8,19,12,11,7,14,3,0.0,0.0,0.0,0.01,0.6136805207840214,0.0,0.0,0.01,0.183383996308024,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.010013552560260697,0.0,0.0,0.13292193034769398,0.0,0.0
-0.0033039774690783045,0.009082046688902579,0.0024740917507459705,4,8,28,7,11,12,19,14,3,25,0.0,0.0,0.0,0.01,0.615253410926347,0.0,0.0,0.01,0.18438942260892205,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1303571664647309,0.0,0.0
-0.003303912535682419,0.009063651193619474,0.0024558261222546356,4,28,8,19,7,25,11,14,12,3,0.0,0.0,0.0,0.01,0.6125997111824196,0.0,0.0,0.010027296622953341,0.18061212149346223,0.0,0.0,0.01,0.010054981894422162,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13670588880674256,0.0,0.0
-0.0033038194740798088,0.00905625532199204,0.002448616373832422,4,28,8,25,19,11,7,12,14,3,0.0,0.0,0.0,0.010119135799720774,0.610410487914623,0.0,0.0,0.010049705840595002,0.1835064628459599,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13591420759910133,0.0,0.0
-0.003303970445995998,0.009056227350002994,0.0024482864580109972,4,8,28,25,11,19,7,12,14,3,0.0,0.0,0.0,0.01,0.6108856681419561,0.0,0.0,0.01,0.181493451664374,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.010011814013737243,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.1376090661799327,0.0,0.0
-0.0033039930592953064,0.009062101590366429,0.0024541154717758157,4,28,8,14,11,19,12,7,3,25,0.0,0.0,0.0,0.01,0.6117030384918599,0.0,0.0,0.01,0.18283101083167858,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13546595067646172,0.0,0.0
-0.0033039391152596357,0.009067867428906171,0.0024599891983868995,4,8,28,25,11,19,14,12,3,7,0.0,0.0,0.0,0.01,0.6131850465356353,0.0,0.0,0.01,0.18158238860795511,0.0,0.0,0.010013763151043823,0.01,0.0,0.010040094011548234,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01001143310693625,0.0,0.0,0.13516727458688127,0.0,0.0
-0.0033038545453308414,0.009062832120708155,0.0024551230300464723,4,8,25,28,11,7,19,12,14,3,0.0,0.0,0.0,0.01009420666729943,0.6110494823204226,0.0,0.0,0.01,0.18606627233851664,0.0,0.0,0.01,0.01003387807379579,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.010001992556549774,0.0,0.0,0.13275416804341578,0.0,0.0
-0.003303909724099402,0.009048649793410447,0.0024408303452116433,4,8,28,11,25,19,14,12,7,3,0.0,0.0,0.0,0.01,0.6095926392024392,0.0,0.0,0.01,0.1808095447276973,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.010170545253922409,0.0,0.0,0.1394272708159412,0.0,0.0
-0.0033039145897421395,0.009063011935047684,0.0024551827555634054,8,4,28,25,14,11,7,12,19,3,0.0,0.0,0.0,0.01,0.6114324048981638,0.0,0.0,0.01,0.18467373273644358,0.0,0.0,0.01,0.01004864470200192,0.0,0.010010159366813006,0.0,0.0,0.0,0.0,0.010022381388345923,0.0,0.0,0.0,0.0,0.0,0.01000893004996104,0.0,0.0,0.13380374685827087,0.0,0.0
-0.00330398624659197,0.009071070599740369,0.002463098106556429,4,8,7,28,25,11,19,14,3,12,0.0,0.0,0.0,0.01,0.613444060201762,0.0,0.0,0.010011135082360423,0.18297737901254313,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13356742570333452,0.0,0.0
-0.003303866043367839,0.009071083191962172,0.002463351105226494,4,28,8,7,11,25,19,12,3,14,0.0,0.0,0.0,0.01003966667243534,0.6141543592966836,0.0,0.0,0.01,0.18031742376106139,0.0,0.0,0.010056457020063818,0.010032878565131338,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13539921468462454,0.0,0.0
-0.003303946957885633,0.009077616611210504,0.0024697226954392385,4,25,28,8,11,7,3,19,12,14,0.0,0.0,0.0,0.01,0.6159313674240967,0.0,0.0,0.010005100478231693,0.17835854049484945,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.010019428705102789,0.0,0.0,0.13568556289771935,0.0,0.0
-0.003303965098136183,0.009071436897350432,0.0024635067010780665,4,8,25,28,19,11,12,14,3,7,0.0,0.0,0.0,0.01,0.6146686877482412,0.0,0.0,0.01,0.1784954232674332,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.010007517386540984,0.0,0.0,0.13682837159778471,0.0,0.0
-0.003303980215018816,0.009070541508955367,0.0024625810789177353,4,28,19,25,8,11,14,12,3,7,0.0,0.0,0.0,0.01,0.613098456273807,0.0,0.0,0.01,0.18392291087976265,0.0,0.0,0.010009838586356684,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.010005402927374958,0.0,0.0,0.0,0.0,0.0,0.01000966458195242,0.0,0.0,0.1329537267507463,0.0,0.0
-0.0033039173070787305,0.009055036255894836,0.002447201641737375,4,8,28,7,19,11,12,3,25,14,0.0,0.0,0.0,0.01,0.6104917267748934,0.0,0.0,0.01,0.18216694319525942,0.0,0.0,0.01,0.010066771936951751,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.13727455809289554,0.0,0.0
-0.003303920087304549,0.009074212020512933,0.0024663718459038346,4,25,8,28,7,19,14,12,11,3,0.0,0.0,0.0,0.01,0.6147574742482068,0.0,0.0,0.010018676350713358,0.18042581126799973,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01016623058770361,0.0,0.0,0.13463180754537643,0.0,0.0
